t,Usn
0.0,-0.26178761499825076
1e-05,-0.6298432282524976
2e-05,0.3181528808696633
3.0000000000000004e-05,0.26831083114935944
4e-05,0.27609021690369434
5e-05,-0.7558533796622694
6e-05,-0.7129160703558287
7.000000000000001e-05,-0.2955980621556703
8e-05,1.4688126629423346
9e-05,-0.40307268666617235
0.0001,-1.5566485685607447
0.00011,-0.44354664730150206
0.00012,0.6562118279838878
0.00013000000000000002,1.1101144912952363
0.00014000000000000001,-0.5307033121409644
0.00015000000000000001,-0.6207105226052635
0.00016,0.6845749736509956
0.00017,0.7776945257628209
0.00018,0.059865304905982464
0.00019,-0.9085436999912008
0.0002,-0.29383163207110385
0.00021,1.2317050714554403
0.00022,0.6725625868140241
0.00023,0.2576882660282997
0.00024,-1.157217445067234
0.00025,-0.29166378639443025
0.00026000000000000003,0.5618488124882808
0.00027000000000000006,0.9834503160880599
0.0002800000000000001,-0.3659198676739882
0.0002900000000000001,-1.4899553635540226
0.00030000000000000014,0.10198475317441819
0.00031000000000000016,0.5398777577085557
0.0003200000000000002,0.48059443961611636
0.0003300000000000002,-0.8202055815736619
0.00034000000000000024,-0.5309297686155311
0.00035000000000000027,1.310467857145099
0.0003600000000000003,1.3607527391563796
0.0003700000000000003,-1.0587192653615713
0.00038000000000000035,-1.1140758480332993
0.00039000000000000037,-0.18276139055975138
0.0004000000000000004,0.7877514852672973
0.0004100000000000004,0.7763093394983582
0.00042000000000000045,-0.8570856115372717
0.0004300000000000005,-0.9251333443682223
0.0004400000000000005,1.2188695524060162
0.00045000000000000053,1.1147307047295962
0.00046000000000000056,-0.3099694398755174
0.0004700000000000006,-0.4252428772714262
0.0004800000000000006,0.897169638904294
0.0004900000000000006,1.529355391674712
0.0005000000000000007,0.711664042754589
0.0005100000000000007,-0.5428883041686553
0.0005200000000000007,-0.13109110558427417
0.0005300000000000007,0.7069088050895147
0.0005400000000000008,0.23938362426052817
0.0005500000000000008,-0.3726858090893078
0.0005600000000000008,-1.050852681263673
0.0005700000000000008,0.050865819394164236
