t,Un
0.0,-0.5213116248350089
1e-05,0.26288019910881166
2e-05,0.987731327178776
3.0000000000000004e-05,-0.490258219467981
4e-05,-0.5589428306603073
5e-05,-0.45924113677777
6e-05,0.1968500328644709
7.000000000000001e-05,-0.44124639680390065
8e-05,0.7178403434285368
9e-05,-0.8509363706208106
0.0001,-0.9592739456018542
0.00011,0.16638825944241065
0.00012,0.10854991688197635
0.00013000000000000002,0.3961343961598507
0.00014000000000000001,-0.3257908777933709
0.00015000000000000001,0.3408141576860104
0.00016,0.9389349610301669
0.00017,-0.11295448170252187
0.00018,-0.4203580683236494
0.00019,-0.23752322658344283
0.0002,0.46698856918946885
0.00021,0.9553329689524943
0.00022,-0.21440661408432393
0.00023,0.503165696285119
0.00024,-0.3211947865417786
0.00025,-0.12161904496594511
0.00026000000000000003,-0.3297115178983525
0.00027000000000000006,0.5943430187386705
0.0002800000000000001,0.33492477464992687
0.0002900000000000001,-0.926822247077437
0.00030000000000000014,-0.31221718692656664
0.00031000000000000016,-0.4239408397583815
0.0003200000000000002,0.6235197224503937
0.0003300000000000002,0.08349948589651968
0.00034000000000000024,-0.2682124046510568
0.00035000000000000027,0.6763984340041047
0.0003600000000000003,0.9405591589575277
0.0003700000000000003,-0.6485458076530093
0.00038000000000000035,-0.37934429620636156
0.00039000000000000037,-0.5176149698510077
0.0004000000000000004,-0.1372274633363162
0.0004100000000000004,0.8341567691752312
0.00042000000000000045,7.336616585851274e-05
0.0004300000000000005,-0.6157946049102978
0.0004400000000000005,0.6540534957074848
0.00045000000000000053,0.5247120261190317
0.00046000000000000056,0.15179362814349373
0.0004700000000000006,0.538212905109571
0.0004800000000000006,0.9840722654588554
0.0004900000000000006,0.7872666800635166
0.0005000000000000007,0.5981928381150909
0.0005100000000000007,0.33308129942875797
0.0005200000000000007,0.5073033001783864
0.0005300000000000007,0.12485509671452677
0.0005400000000000008,-0.6585092496767628
0.0005500000000000008,-0.0702154867633229
0.0005600000000000008,-0.20417376010238408
0.0005700000000000008,0.08701778315823816
0.0005800000000000009,-0.7091350544578652
0.0005900000000000009,0.9255492363465394
0.0006000000000000009,0.8102538386534768
0.000610000000000001,0.03611676276426112
0.000620000000000001,-0.38709780054447096
0.000630000000000001,-0.17506701288810622
0.000640000000000001,-0.81554695193176
0.0006500000000000011,0.45726857456182657
0.0006600000000000011,0.9449110057687358
0.0006700000000000011,0.5113749091030966
0.0006800000000000011,0.34518037684407954
0.0006900000000000012,0.8604735581803484
0.0007000000000000012,0.10275411837715676
0.0007100000000000012,0.13410775683778575
0.0007200000000000012,-0.35669493658363916
0.0007300000000000013,-0.43249961902686884
0.0007400000000000013,-0.28060816786643894
0.0007500000000000013,0.009819225025756273
0.0007600000000000013,0.16646467283491817
0.0007700000000000014,0.3015743725813933
0.0007800000000000014,0.7078571880511912
0.0007900000000000014,-0.7117678581637752
0.0008000000000000014,-0.6078334961236114
0.0008100000000000015,0.8205396548161603
0.0008200000000000015,-0.28581252774126
0.0008300000000000015,-0.20976474671635903
0.0008400000000000016,-0.1186510532715166
0.0008500000000000016,-0.4299611442068376
0.0008600000000000016,-0.903557836160823
0.0008700000000000016,-0.4688554971917118
0.0008800000000000017,0.5356824557908428
0.0008900000000000017,0.6039599911299245
0.0009000000000000017,0.9537638260769561
0.0009100000000000017,0.49168008555712195
0.0009200000000000018,-0.705206506414602
0.0009300000000000018,0.6213149878182256
0.0009400000000000018,-0.9840235657720866
0.0009500000000000018,0.42613804670864197
0.0009600000000000019,0.7428524802596306
0.0009700000000000019,-0.5648038395709669
0.000980000000000002,0.4019883603465324
0.000990000000000002,0.9048370040122244
0.001000000000000002,0.9461345474358263
0.001010000000000002,0.6585690797234542
0.001020000000000002,0.9777198440083916
0.001030000000000002,0.360751552827109
0.001040000000000002,0.9311150875497665
0.001050000000000002,-0.46754196373663537
0.0010600000000000021,0.5828474785019939
0.0010700000000000022,0.0477134746895127
0.0010800000000000022,0.5389315839115523
0.0010900000000000022,-0.28645385763621145
0.0011000000000000022,0.12224573706846908
0.0011100000000000023,0.791541147317318
0.0011200000000000023,-0.762329098576561
0.0011300000000000023,-0.4236114515872942
0.0011400000000000023,-0.9420632384236023
0.0011500000000000024,0.21915377542675452
0.0011600000000000024,0.4515919604688483
0.0011700000000000024,-0.5544127915346864
0.0011800000000000024,0.09164210926029082
0.0011900000000000025,-0.9729584095277186
0.0012000000000000025,-0.8415126588400159
0.0012100000000000025,-0.8128263903063846
0.0012200000000000025,0.28277300241760983
0.0012300000000000026,0.4405416034311789
0.0012400000000000026,-0.839400207718241
0.0012500000000000026,0.6581644813239196
0.0012600000000000027,0.9585991886995755
0.0012700000000000027,-0.21512352095977927
0.0012800000000000027,-0.6840197419613037
0.0012900000000000027,-0.9472670918629871
0.0013000000000000028,0.13285770460353885
0.0013100000000000028,0.45776649527218005
0.0013200000000000028,0.5468590099614983
0.0013300000000000028,-0.8690331551030728
0.0013400000000000029,-0.689252722930173
0.0013500000000000029,0.3632815101815283
0.001360000000000003,-0.8276989761013578
0.001370000000000003,-0.7061458421302076
0.001380000000000003,0.8850999994155357
0.001390000000000003,-0.9644880886792415
0.001400000000000003,-0.5281097504282135
0.001410000000000003,-0.0859508352702385
0.001420000000000003,0.8759785154760082
0.001430000000000003,0.4717139241323487
0.0014400000000000031,-0.4760105472126852
0.0014500000000000032,-0.8814041782840509
0.0014600000000000032,0.6471551550067314
0.0014700000000000032,-0.9515791398727051
0.0014800000000000032,-0.6847915520934038
0.0014900000000000033,-0.5077183967375192
0.0015000000000000033,0.2227835458789289
0.0015100000000000033,0.5773162752104763
0.0015200000000000033,0.9405724661800512
0.0015300000000000034,0.12049435442108192
0.0015400000000000034,-0.40926984484498785
0.0015500000000000034,0.9793867005987218
0.0015600000000000034,0.3270731388466268
0.0015700000000000035,0.4944979328569503
0.0015800000000000035,0.8095954852195799
0.0015900000000000035,0.8079953104618764
0.0016000000000000035,0.8236923951765383
0.0016100000000000036,-0.22088542925242627
0.0016200000000000036,0.0744430784189003
0.0016300000000000036,0.3718534707569774
0.0016400000000000037,-0.43793316715612285
0.0016500000000000037,0.4312308407152654
0.0016600000000000037,0.1425587666163819
0.0016700000000000037,-0.8642881658456139
0.0016800000000000038,-0.3588406966587643
0.0016900000000000038,-0.4714528557022666
0.0017000000000000038,0.3834275252931276
0.0017100000000000038,0.0826298136674899
0.0017200000000000039,0.29947811698957616
0.0017300000000000039,0.12539044201503957
0.001740000000000004,0.14598899332076765
0.001750000000000004,-0.5062886934443589
0.001760000000000004,-0.4884514280843044
0.001770000000000004,-0.9479409121755955
0.001780000000000004,0.35855227954108826
0.001790000000000004,-0.27285504261286553
0.001800000000000004,0.686731791299737
0.001810000000000004,-0.9350334526055681
0.0018200000000000041,-0.6001311306512873
0.0018300000000000041,-0.9850288761787676
0.0018400000000000042,0.953673709066601
0.0018500000000000042,0.7439418298828324
0.0018600000000000042,-0.6131690383261619
0.0018700000000000043,-0.5041531445162677
0.0018800000000000043,0.17430042816438696
0.0018900000000000043,-0.40690409484824697
0.0019000000000000043,-0.3816407519785321
0.0019100000000000044,-0.47545617106342863
0.0019200000000000044,0.07638986410628412
0.0019300000000000044,-0.914868884896759
0.0019400000000000044,-0.6639969251460407
0.0019500000000000045,-0.0700683097904673
0.0019600000000000043,0.9186069051366927
0.0019700000000000043,-0.5318198991351513
0.0019800000000000043,0.0307460501243777
0.0019900000000000044,-0.7574347306800304
0.0020000000000000044,-0.3425603174447369
0.0020100000000000044,0.6849262357218349
0.0020200000000000044,-0.39588668918234804
0.0020300000000000045,0.5686203981175728
0.0020400000000000045,0.541417295772485
0.0020500000000000045,0.8150494611102466
0.0020600000000000045,-0.4765847729086392
0.0020700000000000046,-0.8792325645150088
0.0020800000000000046,-0.9558325973090878
0.0020900000000000046,0.4915505811147107
0.0021000000000000046,0.22512867336004927
0.0021100000000000047,0.17951578643328459
0.0021200000000000047,0.6631015032985359
0.0021300000000000047,0.5605386567692323
0.0021400000000000047,0.061417378335286266
0.0021500000000000048,-0.5556238712709769
0.002160000000000005,0.2285464184752879
0.002170000000000005,-0.8932219509656423
0.002180000000000005,0.4717375356373743
0.002190000000000005,-0.5670788387803816
0.002200000000000005,-0.6436552931493191
0.002210000000000005,0.25053814838231836
0.002220000000000005,-0.119423290635299
0.002230000000000005,0.5520130944724739
0.002240000000000005,-0.5622222063189195
0.002250000000000005,-0.9598124975290907
0.002260000000000005,0.09250007748548672
0.002270000000000005,0.3641171991661454
0.002280000000000005,-0.2236384521788315
0.002290000000000005,-0.08184097201315499
0.002300000000000005,-0.7755847331245358
0.002310000000000005,0.96988133645256
0.0023200000000000052,0.19724213828575676
0.0023300000000000052,0.8355773122691372
0.0023400000000000053,-0.42626629518739656
0.0023500000000000053,0.5285036211150571
0.0023600000000000053,-0.6996061672469642
0.0023700000000000053,-0.18667343769077016
0.0023800000000000054,-0.9696422787267502
0.0023900000000000054,0.34287797132527187
0.0024000000000000054,-0.3086435273742405
0.0024100000000000055,0.14214546700621322
0.0024200000000000055,-0.046015159541644035
0.0024300000000000055,-0.6033098626121112
0.0024400000000000055,0.842894932605317
0.0024500000000000056,-0.22593703497341644
0.0024600000000000056,-0.0656044370164186
0.0024700000000000056,0.29366708968438693
0.0024800000000000056,-0.7612572688636974
0.0024900000000000057,-0.3591712043720021
0.0025000000000000057,0.043667882201200214
0.0025100000000000057,0.06953071192037275
0.0025200000000000057,0.9074794191704549
0.0025300000000000058,0.8864619178424282
0.002540000000000006,-0.6881500406016137
0.002550000000000006,0.11743514743301042
0.002560000000000006,0.15001821319364783
0.002570000000000006,-0.9822517051686372
0.002580000000000006,-0.6202501484099303
0.002590000000000006,-0.014907649729852146
0.002600000000000006,-0.5642039012098035
0.002610000000000006,0.3577855126438394
0.002620000000000006,0.9787620233429444
0.002630000000000006,0.41527215269281115
0.002640000000000006,0.28201261851878967
0.002650000000000006,-0.07593406021595928
0.002660000000000006,-0.8818288984203304
0.002670000000000006,0.4337480829504319
0.002680000000000006,0.7083780139325713
0.002690000000000006,-0.21988715589459118
0.002700000000000006,-0.005142833000802538
0.0027100000000000062,0.4617750196875441
0.0027200000000000063,-0.9704990357528023
0.0027300000000000063,0.4889022617448615
0.0027400000000000063,0.1945553708050729
0.0027500000000000063,-0.14164061254218252
0.0027600000000000064,-0.3224645406365021
0.0027700000000000064,-0.9865568833728509
0.0027800000000000064,-0.7086687201370954
0.0027900000000000065,-0.1342973591815919
0.0028000000000000065,-0.9196613420021658
0.0028100000000000065,-0.612575285653072
0.0028200000000000065,0.8842897911265415
0.0028300000000000066,0.4214915012143605
0.0028400000000000066,-0.0010600589554610185
0.0028500000000000066,-0.3022977964577003
0.0028600000000000066,-0.4958135016830525
0.0028700000000000067,-0.4879076783872942
0.0028800000000000067,-0.21840854825363976
0.0028900000000000067,-0.748783011831984
0.0029000000000000067,-0.005424204609574046
0.0029100000000000068,0.28208578539978313
0.002920000000000007,0.20020746568590542
0.002930000000000007,-0.948451583349248
0.002940000000000007,-0.5289099101213082
0.002950000000000007,0.4009501124993904
